"Race","Age.Group","Year.of.diagnosis","Sex","Count"
"All","15-19 years","2017-2019","Male and female",55
"All","15-19 years","2017-2019","Male",37
"All","15-19 years","2017-2019","Female",18
"All","20-24 years","1975-2019","Male and female",1630
"All","20-24 years","1975-2019","Male",949
"All","20-24 years","1975-2019","Female",681
"All","20-24 years","1975-1977","Male and female",30
"All","20-24 years","1975-1977","Male",13
"All","20-24 years","1975-1977","Female",17
"All","20-24 years","1975-1977","Male and female",31
"All","20-24 years","1975-1977","Male",18
"All","20-24 years","1975-1977","Female",13
"All","20-24 years","1975-1977","Male and female",26
"All","20-24 years","1975-1977","Male",11
"All","20-24 years","1975-1977","Female",15
"All","20-24 years","1978-1980","Male and female",38
"All","20-24 years","1978-1980","Male",23
"All","20-24 years","1978-1980","Female",15
"All","20-24 years","1978-1980","Male and female",34
"All","20-24 years","1978-1980","Male",21
"All","20-24 years","1978-1980","Female",13
"All","20-24 years","1978-1980","Male and female",31
"All","20-24 years","1978-1980","Male",19
"All","20-24 years","1978-1980","Female",12
"All","20-24 years","1981-1983","Male and female",24
"All","20-24 years","1981-1983","Male",13
"All","20-24 years","1981-1983","Female",11
"All","20-24 years","1981-1983","Male and female",28
"All","20-24 years","1981-1983","Male",17
"All","20-24 years","1981-1983","Female",11
"All","20-24 years","1981-1983","Male and female",28
"All","20-24 years","1981-1983","Male",20
"All","20-24 years","1981-1983","Female",8
"All","20-24 years","1984-1986","Male and female",34
"All","20-24 years","1984-1986","Male",22
"All","20-24 years","1984-1986","Female",12
"All","20-24 years","1984-1986","Male and female",32
"All","20-24 years","1984-1986","Male",17
"All","20-24 years","1984-1986","Female",15
"All","20-24 years","1984-1986","Male and female",25
"All","20-24 years","1984-1986","Male",17
"All","20-24 years","1984-1986","Female",8
"All","20-24 years","1987-1989","Male and female",16
"All","20-24 years","1987-1989","Male",10
"All","20-24 years","1987-1989","Female",6
"All","20-24 years","1987-1989","Male and female",38
"All","20-24 years","1987-1989","Male",28
"All","20-24 years","1987-1989","Female",10
"All","20-24 years","1987-1989","Male and female",29
"All","20-24 years","1987-1989","Male",22
"All","20-24 years","1987-1989","Female",7
"All","20-24 years","1990-1992","Male and female",28
"All","20-24 years","1990-1992","Male",15
"All","20-24 years","1990-1992","Female",13
"All","20-24 years","1990-1992","Male and female",30
"All","20-24 years","1990-1992","Male",20
"All","20-24 years","1990-1992","Female",10
"All","20-24 years","1990-1992","Male and female",37
"All","20-24 years","1990-1992","Male",17
"All","20-24 years","1990-1992","Female",20
"All","20-24 years","1993-1995","Male and female",31
"All","20-24 years","1993-1995","Male",21
"All","20-24 years","1993-1995","Female",10
"All","20-24 years","1993-1995","Male and female",32
"All","20-24 years","1993-1995","Male",15
"All","20-24 years","1993-1995","Female",17
"All","20-24 years","1993-1995","Male and female",45
"All","20-24 years","1993-1995","Male",25
"All","20-24 years","1993-1995","Female",20
"All","20-24 years","1996-1998","Male and female",27
"All","20-24 years","1996-1998","Male",20
"All","20-24 years","1996-1998","Female",7
"All","20-24 years","1996-1998","Male and female",41
"All","20-24 years","1996-1998","Male",25
"All","20-24 years","1996-1998","Female",16
"All","20-24 years","1996-1998","Male and female",37
"All","20-24 years","1996-1998","Male",17
"All","20-24 years","1996-1998","Female",20
"All","20-24 years","1999-2001","Male and female",32
"All","20-24 years","1999-2001","Male",19
"All","20-24 years","1999-2001","Female",13
"All","20-24 years","1999-2001","Male and female",42
"All","20-24 years","1999-2001","Male",23
"All","20-24 years","1999-2001","Female",19
"All","20-24 years","1999-2001","Male and female",39
"All","20-24 years","1999-2001","Male",24
"All","20-24 years","1999-2001","Female",15
"All","20-24 years","2002-2004","Male and female",36
"All","20-24 years","2002-2004","Male",22
"All","20-24 years","2002-2004","Female",14
"All","20-24 years","2002-2004","Male and female",43
"All","20-24 years","2002-2004","Male",24
"All","20-24 years","2002-2004","Female",19
"All","20-24 years","2002-2004","Male and female",37
"All","20-24 years","2002-2004","Male",23
"All","20-24 years","2002-2004","Female",14
"All","20-24 years","2005-2007","Male and female",42
"All","20-24 years","2005-2007","Male",27
"All","20-24 years","2005-2007","Female",15
"All","20-24 years","2005-2007","Male and female",45
"All","20-24 years","2005-2007","Male",21
"All","20-24 years","2005-2007","Female",24
"All","20-24 years","2005-2007","Male and female",51
"All","20-24 years","2005-2007","Male",28
"All","20-24 years","2005-2007","Female",23
"All","20-24 years","2008-2010","Male and female",44
"All","20-24 years","2008-2010","Male",27
"All","20-24 years","2008-2010","Female",17
"All","20-24 years","2008-2010","Male and female",29
"All","20-24 years","2008-2010","Male",11
"All","20-24 years","2008-2010","Female",18
"All","20-24 years","2008-2010","Male and female",47
"All","20-24 years","2008-2010","Male",23
"All","20-24 years","2008-2010","Female",24
"All","20-24 years","2011-2013","Male and female",41
"All","20-24 years","2011-2013","Male",25
"All","20-24 years","2011-2013","Female",16
"All","20-24 years","2011-2013","Male and female",43
"All","20-24 years","2011-2013","Male",21
"All","20-24 years","2011-2013","Female",22
"All","20-24 years","2011-2013","Male and female",42
"All","20-24 years","2011-2013","Male",24
"All","20-24 years","2011-2013","Female",18
"All","20-24 years","2014-2016","Male and female",45
"All","20-24 years","2014-2016","Male",27
"All","20-24 years","2014-2016","Female",18
"All","20-24 years","2014-2016","Male and female",50
"All","20-24 years","2014-2016","Male",34
"All","20-24 years","2014-2016","Female",16
"All","20-24 years","2014-2016","Male and female",48
"All","20-24 years","2014-2016","Male",26
"All","20-24 years","2014-2016","Female",22
"All","20-24 years","2017-2019","Male and female",46
"All","20-24 years","2017-2019","Male",30
"All","20-24 years","2017-2019","Female",16
"All","20-24 years","2017-2019","Male and female",36
"All","20-24 years","2017-2019","Male",19
"All","20-24 years","2017-2019","Female",17
"All","20-24 years","2017-2019","Male and female",40
"All","20-24 years","2017-2019","Male",25
"All","20-24 years","2017-2019","Female",15
"All","25-29 years","1975-2019","Male and female",1920
"All","25-29 years","1975-2019","Male",1105
"All","25-29 years","1975-2019","Female",815
"All","25-29 years","1975-1977","Male and female",35
"All","25-29 years","1975-1977","Male",25
"All","25-29 years","1975-1977","Female",10
"All","25-29 years","1975-1977","Male and female",33
"All","25-29 years","1975-1977","Male",21
"All","25-29 years","1975-1977","Female",12
"All","25-29 years","1975-1977","Male and female",32
"All","25-29 years","1975-1977","Male",18
"All","25-29 years","1975-1977","Female",14
"All","25-29 years","1978-1980","Male and female",35
"All","25-29 years","1978-1980","Male",18
"All","25-29 years","1978-1980","Female",17
"All","25-29 years","1978-1980","Male and female",36
"All","25-29 years","1978-1980","Male",25
"All","25-29 years","1978-1980","Female",11
"All","25-29 years","1978-1980","Male and female",38
"All","25-29 years","1978-1980","Male",27
"All","25-29 years","1978-1980","Female",11
"All","25-29 years","1981-1983","Male and female",39
"All","25-29 years","1981-1983","Male",23
"All","25-29 years","1981-1983","Female",16
"All","25-29 years","1981-1983","Male and female",39
"All","25-29 years","1981-1983","Male",25
"All","25-29 years","1981-1983","Female",14
"All","25-29 years","1981-1983","Male and female",29
"All","25-29 years","1981-1983","Male",15
"All","25-29 years","1981-1983","Female",14
"All","25-29 years","1984-1986","Male and female",35
"All","25-29 years","1984-1986","Male",22
"All","25-29 years","1984-1986","Female",13
"All","25-29 years","1984-1986","Male and female",42
"All","25-29 years","1984-1986","Male",26
"All","25-29 years","1984-1986","Female",16
"All","25-29 years","1984-1986","Male and female",42
"All","25-29 years","1984-1986","Male",19
"All","25-29 years","1984-1986","Female",23
"All","25-29 years","1987-1989","Male and female",36
"All","25-29 years","1987-1989","Male",22
"All","25-29 years","1987-1989","Female",14
"All","25-29 years","1987-1989","Male and female",35
"All","25-29 years","1987-1989","Male",20
"All","25-29 years","1987-1989","Female",15
"All","25-29 years","1987-1989","Male and female",39
"All","25-29 years","1987-1989","Male",19
"All","25-29 years","1987-1989","Female",20
"All","25-29 years","1990-1992","Male and female",28
"All","25-29 years","1990-1992","Male",19
"All","25-29 years","1990-1992","Female",9
"All","25-29 years","1990-1992","Male and female",31
"All","25-29 years","1990-1992","Male",16
"All","25-29 years","1990-1992","Female",15
"All","25-29 years","1990-1992","Male and female",51
"All","25-29 years","1990-1992","Male",26
"All","25-29 years","1990-1992","Female",25
"All","25-29 years","1993-1995","Male and female",32
"All","25-29 years","1993-1995","Male",20
"All","25-29 years","1993-1995","Female",12
"All","25-29 years","1993-1995","Male and female",40
"All","25-29 years","1993-1995","Male",21
"All","25-29 years","1993-1995","Female",19
"All","25-29 years","1993-1995","Male and female",42
"All","25-29 years","1993-1995","Male",24
"All","25-29 years","1993-1995","Female",18
"All","25-29 years","1996-1998","Male and female",33
"All","25-29 years","1996-1998","Male",24
"All","25-29 years","1996-1998","Female",9
"All","25-29 years","1996-1998","Male and female",36
"All","25-29 years","1996-1998","Male",27
"All","25-29 years","1996-1998","Female",9
"All","25-29 years","1996-1998","Male and female",33
"All","25-29 years","1996-1998","Male",16
"All","25-29 years","1996-1998","Female",17
"All","25-29 years","1999-2001","Male and female",57
"All","25-29 years","1999-2001","Male",34
"All","25-29 years","1999-2001","Female",23
"All","25-29 years","1999-2001","Male and female",33
"All","25-29 years","1999-2001","Male",18
"All","25-29 years","1999-2001","Female",15
"All","25-29 years","1999-2001","Male and female",45
"All","25-29 years","1999-2001","Male",20
"All","25-29 years","1999-2001","Female",25
"All","25-29 years","2002-2004","Male and female",36
"All","25-29 years","2002-2004","Male",24
"All","25-29 years","2002-2004","Female",12
"All","25-29 years","2002-2004","Male and female",45
"All","25-29 years","2002-2004","Male",29
"All","25-29 years","2002-2004","Female",16
"All","25-29 years","2002-2004","Male and female",43
"All","25-29 years","2002-2004","Male",24
"All","25-29 years","2002-2004","Female",19
"All","25-29 years","2005-2007","Male and female",36
"All","25-29 years","2005-2007","Male",22
"All","25-29 years","2005-2007","Female",14
"All","25-29 years","2005-2007","Male and female",44
"All","25-29 years","2005-2007","Male",21
"All","25-29 years","2005-2007","Female",23
"All","25-29 years","2005-2007","Male and female",60
"All","25-29 years","2005-2007","Male",31
"All","25-29 years","2005-2007","Female",29
"All","25-29 years","2008-2010","Male and female",61
"All","25-29 years","2008-2010","Male",32
"All","25-29 years","2008-2010","Female",29
"All","25-29 years","2008-2010","Male and female",44
"All","25-29 years","2008-2010","Male",30
"All","25-29 years","2008-2010","Female",14
"All","25-29 years","2008-2010","Male and female",36
"All","25-29 years","2008-2010","Male",22
"All","25-29 years","2008-2010","Female",14
"All","25-29 years","2011-2013","Male and female",63
"All","25-29 years","2011-2013","Male",34
"All","25-29 years","2011-2013","Female",29
"All","25-29 years","2011-2013","Male and female",40
"All","25-29 years","2011-2013","Male",23
"All","25-29 years","2011-2013","Female",17
"All","25-29 years","2011-2013","Male and female",57
"All","25-29 years","2011-2013","Male",30
"All","25-29 years","2011-2013","Female",27
"All","25-29 years","2014-2016","Male and female",64
"All","25-29 years","2014-2016","Male",36
"All","25-29 years","2014-2016","Female",28
"All","25-29 years","2014-2016","Male and female",53
"All","25-29 years","2014-2016","Male",31
"All","25-29 years","2014-2016","Female",22
"All","25-29 years","2014-2016","Male and female",59
"All","25-29 years","2014-2016","Male",30
"All","25-29 years","2014-2016","Female",29
"All","25-29 years","2017-2019","Male and female",67
"All","25-29 years","2017-2019","Male",39
"All","25-29 years","2017-2019","Female",28
"All","25-29 years","2017-2019","Male and female",47
"All","25-29 years","2017-2019","Male",26
"All","25-29 years","2017-2019","Female",21
"All","25-29 years","2017-2019","Male and female",59
"All","25-29 years","2017-2019","Male",31
"All","25-29 years","2017-2019","Female",28
"All","30-34 years","1975-2019","Male and female",2278
"All","30-34 years","1975-2019","Male",1313
"All","30-34 years","1975-2019","Female",965
"All","30-34 years","1975-1977","Male and female",29
"All","30-34 years","1975-1977","Male",17
"All","30-34 years","1975-1977","Female",12
"All","30-34 years","1975-1977","Male and female",39
"All","30-34 years","1975-1977","Male",20
"All","30-34 years","1975-1977","Female",19
"All","30-34 years","1975-1977","Male and female",40
"All","30-34 years","1975-1977","Male",25
"All","30-34 years","1975-1977","Female",15
"All","30-34 years","1978-1980","Male and female",36
"All","30-34 years","1978-1980","Male",28
