Race,Age.Group,Year.of.Death,Sex,State,Count
All,00 years,2005-2007,Female,California, 
All,00 years,2005-2007,Female,Connecticut, 
All,00 years,2005-2007,Female,Georgia, 
All,00 years,2005-2007,Female,Illinois, 
All,00 years,2005-2007,Female,Iowa, 
All,00 years,2005-2007,Female,Kentucky, 
All,00 years,2005-2007,Female,Louisiana, 
All,00 years,2005-2007,Female,Massachusetts, 
All,00 years,2005-2007,Female,New Jersey, 
All,00 years,2005-2007,Female,New Mexico, 
All,00 years,2005-2007,Female,New York, 
All,00 years,2005-2007,Female,Texas, 
All,00 years,2005-2007,Female,Utah, 
All,00 years,2005-2007,Female,Washington, 
All,00 years,2008-2010,Male and female,Arizona, 
All,00 years,2008-2010,Male and female,California,15
All,00 years,2008-2010,Male and female,Connecticut, 
All,00 years,2008-2010,Male and female,Georgia, 
All,00 years,2008-2010,Male and female,Illinois, 
All,00 years,2008-2010,Male and female,Iowa, 
All,00 years,2008-2010,Male and female,Kentucky, 
All,00 years,2008-2010,Male and female,Louisiana, 
All,00 years,2008-2010,Male and female,Massachusetts, 
All,00 years,2008-2010,Male and female,New Jersey, 
All,00 years,2008-2010,Male and female,New Mexico, 
All,00 years,2008-2010,Male and female,New York, 
All,00 years,2008-2010,Male and female,Texas, 
All,00 years,2008-2010,Male and female,Utah, 
All,00 years,2008-2010,Male and female,Washington, 
All,00 years,2008-2010,Male,Arizona, 
All,00 years,2008-2010,Male,California, 
All,00 years,2008-2010,Male,Connecticut, 
All,00 years,2008-2010,Male,Georgia, 
All,00 years,2008-2010,Male,Illinois, 
All,00 years,2008-2010,Male,Iowa, 
All,00 years,2008-2010,Male,Kentucky, 
All,00 years,2008-2010,Male,Louisiana, 
All,00 years,2008-2010,Male,Massachusetts, 
All,00 years,2008-2010,Male,New Jersey, 
All,00 years,2008-2010,Male,New Mexico, 
All,00 years,2008-2010,Male,New York, 
All,00 years,2008-2010,Male,Texas, 
All,00 years,2008-2010,Male,Utah, 
All,00 years,2008-2010,Male,Washington, 
All,00 years,2008-2010,Female,Arizona, 
All,00 years,2008-2010,Female,California, 
All,00 years,2008-2010,Female,Connecticut, 
All,00 years,2008-2010,Female,Georgia, 
All,00 years,2008-2010,Female,Illinois, 
All,00 years,2008-2010,Female,Iowa, 
All,00 years,2008-2010,Female,Kentucky, 
All,00 years,2008-2010,Female,Louisiana, 
All,00 years,2008-2010,Female,Massachusetts, 
All,00 years,2008-2010,Female,New Jersey, 
All,00 years,2008-2010,Female,New Mexico, 
All,00 years,2008-2010,Female,New York, 
All,00 years,2008-2010,Female,Texas, 
All,00 years,2008-2010,Female,Utah, 
All,00 years,2008-2010,Female,Washington, 
All,00 years,2011-2015,Male and female,Arizona, 
All,00 years,2011-2015,Male and female,California,19
All,00 years,2011-2015,Male and female,Connecticut, 
All,00 years,2011-2015,Male and female,Georgia, 
All,00 years,2011-2015,Male and female,Illinois, 
All,00 years,2011-2015,Male and female,Iowa, 
All,00 years,2011-2015,Male and female,Kentucky, 
All,00 years,2011-2015,Male and female,Louisiana, 
All,00 years,2011-2015,Male and female,Massachusetts, 
All,00 years,2011-2015,Male and female,New Jersey, 
All,00 years,2011-2015,Male and female,New Mexico, 
All,00 years,2011-2015,Male and female,New York, 
All,00 years,2011-2015,Male and female,Texas,12
All,00 years,2011-2015,Male and female,Utah, 
All,00 years,2011-2015,Male and female,Washington, 
All,00 years,2011-2015,Male,Arizona, 
All,00 years,2011-2015,Male,California, 
All,00 years,2011-2015,Male,Connecticut, 
All,00 years,2011-2015,Male,Georgia, 
All,00 years,2011-2015,Male,Illinois, 
All,00 years,2011-2015,Male,Iowa, 
All,00 years,2011-2015,Male,Kentucky, 
All,00 years,2011-2015,Male,Louisiana, 
All,00 years,2011-2015,Male,Massachusetts, 
All,00 years,2011-2015,Male,New Jersey, 
All,00 years,2011-2015,Male,New Mexico, 
All,00 years,2011-2015,Male,New York, 
All,00 years,2011-2015,Male,Texas, 
All,00 years,2011-2015,Male,Utah, 
All,00 years,2011-2015,Male,Washington, 
All,00 years,2011-2015,Female,Arizona, 
All,00 years,2011-2015,Female,California,12
All,00 years,2011-2015,Female,Connecticut, 
All,00 years,2011-2015,Female,Georgia, 
All,00 years,2011-2015,Female,Illinois, 
All,00 years,2011-2015,Female,Iowa, 
All,00 years,2011-2015,Female,Kentucky, 
All,00 years,2011-2015,Female,Louisiana, 
All,00 years,2011-2015,Female,Massachusetts, 
All,00 years,2011-2015,Female,New Jersey, 
All,00 years,2011-2015,Female,New Mexico, 
All,00 years,2011-2015,Female,New York, 
All,00 years,2011-2015,Female,Texas, 
All,00 years,2011-2015,Female,Utah, 
All,00 years,2011-2015,Female,Washington, 
All,00 years,2016-2020,Male and female,Arizona, 
All,00 years,2016-2020,Male and female,California,15
All,00 years,2016-2020,Male and female,Connecticut, 
All,00 years,2016-2020,Male and female,Georgia, 
All,00 years,2016-2020,Male and female,Illinois, 
All,00 years,2016-2020,Male and female,Iowa, 
All,00 years,2016-2020,Male and female,Kentucky, 
All,00 years,2016-2020,Male and female,Louisiana, 
All,00 years,2016-2020,Male and female,Massachusetts, 
All,00 years,2016-2020,Male and female,New Jersey, 
All,00 years,2016-2020,Male and female,New Mexico, 
All,00 years,2016-2020,Male and female,New York, 
All,00 years,2016-2020,Male and female,Texas,12
All,00 years,2016-2020,Male and female,Utah, 
All,00 years,2016-2020,Male and female,Washington, 
All,00 years,2016-2020,Male,Arizona, 
All,00 years,2016-2020,Male,California, 
All,00 years,2016-2020,Male,Connecticut, 
All,00 years,2016-2020,Male,Georgia, 
All,00 years,2016-2020,Male,Illinois, 
All,00 years,2016-2020,Male,Iowa, 
All,00 years,2016-2020,Male,Kentucky, 
All,00 years,2016-2020,Male,Louisiana, 
All,00 years,2016-2020,Male,Massachusetts, 
All,00 years,2016-2020,Male,New Jersey, 
All,00 years,2016-2020,Male,New Mexico, 
All,00 years,2016-2020,Male,New York, 
All,00 years,2016-2020,Male,Texas, 
All,00 years,2016-2020,Male,Utah, 
All,00 years,2016-2020,Male,Washington, 
All,00 years,2016-2020,Female,Arizona, 
All,00 years,2016-2020,Female,California,10
All,00 years,2016-2020,Female,Connecticut, 
All,00 years,2016-2020,Female,Georgia, 
All,00 years,2016-2020,Female,Illinois, 
All,00 years,2016-2020,Female,Iowa, 
All,00 years,2016-2020,Female,Kentucky, 
All,00 years,2016-2020,Female,Louisiana, 
All,00 years,2016-2020,Female,Massachusetts, 
All,00 years,2016-2020,Female,New Jersey, 
All,00 years,2016-2020,Female,New Mexico, 
All,00 years,2016-2020,Female,New York, 
All,00 years,2016-2020,Female,Texas, 
All,00 years,2016-2020,Female,Utah, 
All,00 years,2016-2020,Female,Washington, 
All,01-04 years,1969-2019,Male and female,Arizona,170
All,01-04 years,1969-2019,Male and female,California,1172
All,01-04 years,1969-2019,Male and female,Connecticut,92
All,01-04 years,1969-2019,Male and female,Georgia,243
All,01-04 years,1969-2019,Male and female,Illinois,432
All,01-04 years,1969-2019,Male and female,Iowa,128
All,01-04 years,1969-2019,Male and female,Kentucky,122
All,01-04 years,1969-2019,Male and female,Louisiana,155
All,01-04 years,1969-2019,Male and female,Massachusetts,211
All,01-04 years,1969-2019,Male and female,New Jersey,277
All,01-04 years,1969-2019,Male and female,New Mexico,61
All,01-04 years,1969-2019,Male and female,New York,658
All,01-04 years,1969-2019,Male and female,Texas,812
All,01-04 years,1969-2019,Male and female,Utah,92
All,01-04 years,1969-2019,Male and female,Washington,181
All,01-04 years,1969-2019,Male,Arizona,94
All,01-04 years,1969-2019,Male,California,641
All,01-04 years,1969-2019,Male,Connecticut,54
All,01-04 years,1969-2019,Male,Georgia,125
All,01-04 years,1969-2019,Male,Illinois,224
All,01-04 years,1969-2019,Male,Iowa,70
All,01-04 years,1969-2019,Male,Kentucky,73
All,01-04 years,1969-2019,Male,Louisiana,90
All,01-04 years,1969-2019,Male,Massachusetts,117
All,01-04 years,1969-2019,Male,New Jersey,148
All,01-04 years,1969-2019,Male,New Mexico,30
All,01-04 years,1969-2019,Male,New York,361
All,01-04 years,1969-2019,Male,Texas,464
All,01-04 years,1969-2019,Male,Utah,52
All,01-04 years,1969-2019,Male,Washington,103
All,01-04 years,1969-2019,Female,Arizona,76
All,01-04 years,1969-2019,Female,California,531
All,01-04 years,1969-2019,Female,Connecticut,38
All,01-04 years,1969-2019,Female,Georgia,118
All,01-04 years,1969-2019,Female,Illinois,208
All,01-04 years,1969-2019,Female,Iowa,58
All,01-04 years,1969-2019,Female,Kentucky,49
All,01-04 years,1969-2019,Female,Louisiana,65
All,01-04 years,1969-2019,Female,Massachusetts,94
All,01-04 years,1969-2019,Female,New Jersey,129
All,01-04 years,1969-2019,Female,New Mexico,31
All,01-04 years,1969-2019,Female,New York,297
All,01-04 years,1969-2019,Female,Texas,348
All,01-04 years,1969-2019,Female,Utah,40
All,01-04 years,1969-2019,Female,Washington,78
All,01-04 years,1969-1971,Male and female,Arizona, 
All,01-04 years,1969-1971,Male and female,California,155
All,01-04 years,1969-1971,Male and female,Connecticut, 
All,01-04 years,1969-1971,Male and female,Georgia,30
All,01-04 years,1969-1971,Male and female,Illinois,73
All,01-04 years,1969-1971,Male and female,Iowa,24
All,01-04 years,1969-1971,Male and female,Kentucky,17
All,01-04 years,1969-1971,Male and female,Louisiana,26
All,01-04 years,1969-1971,Male and female,Massachusetts,42
All,01-04 years,1969-1971,Male and female,New Jersey,44
All,01-04 years,1969-1971,Male and female,New Mexico, 
All,01-04 years,1969-1971,Male and female,New York,112
All,01-04 years,1969-1971,Male and female,Texas,91
All,01-04 years,1969-1971,Male and female,Utah,16
All,01-04 years,1969-1971,Male and female,Washington,28
All,01-04 years,1969-1971,Male,Arizona, 
All,01-04 years,1969-1971,Male,California,86
All,01-04 years,1969-1971,Male,Connecticut, 
All,01-04 years,1969-1971,Male,Georgia,15
All,01-04 years,1969-1971,Male,Illinois,40
All,01-04 years,1969-1971,Male,Iowa,13
All,01-04 years,1969-1971,Male,Kentucky, 
All,01-04 years,1969-1971,Male,Louisiana,17
All,01-04 years,1969-1971,Male,Massachusetts,25
All,01-04 years,1969-1971,Male,New Jersey,32
All,01-04 years,1969-1971,Male,New Mexico, 
All,01-04 years,1969-1971,Male,New York,59
All,01-04 years,1969-1971,Male,Texas,47
All,01-04 years,1969-1971,Male,Utah, 
All,01-04 years,1969-1971,Male,Washington,12
All,01-04 years,1969-1971,Female,Arizona, 
All,01-04 years,1969-1971,Female,California,69
All,01-04 years,1969-1971,Female,Connecticut, 
All,01-04 years,1969-1971,Female,Georgia,15
All,01-04 years,1969-1971,Female,Illinois,33
All,01-04 years,1969-1971,Female,Iowa,11
All,01-04 years,1969-1971,Female,Kentucky, 
All,01-04 years,1969-1971,Female,Louisiana, 
All,01-04 years,1969-1971,Female,Massachusetts,17
All,01-04 years,1969-1971,Female,New Jersey,12
All,01-04 years,1969-1971,Female,New Mexico, 
All,01-04 years,1969-1971,Female,New York,53
All,01-04 years,1969-1971,Female,Texas,44
All,01-04 years,1969-1971,Female,Utah, 
All,01-04 years,1969-1971,Female,Washington,16
All,01-04 years,1972-1974,Male and female,Arizona,13
All,01-04 years,1972-1974,Male and female,California,72
All,01-04 years,1972-1974,Male and female,Connecticut,19
All,01-04 years,1972-1974,Male and female,Georgia,21
All,01-04 years,1972-1974,Male and female,Illinois,55
All,01-04 years,1972-1974,Male and female,Iowa,17
All,01-04 years,1972-1974,Male and female,Kentucky,18
All,01-04 years,1972-1974,Male and female,Louisiana,26
All,01-04 years,1972-1974,Male and female,Massachusetts,27
All,01-04 years,1972-1974,Male and female,New Jersey,37
All,01-04 years,1972-1974,Male and female,New Mexico,11
All,01-04 years,1972-1974,Male and female,New York,89
All,01-04 years,1972-1974,Male and female,Texas,62
All,01-04 years,1972-1974,Male and female,Utah, 
All,01-04 years,1972-1974,Male and female,Washington,16
All,01-04 years,1972-1974,Male,Arizona, 
All,01-04 years,1972-1974,Male,California,42
All,01-04 years,1972-1974,Male,Connecticut,15
All,01-04 years,1972-1974,Male,Georgia,13
All,01-04 years,1972-1974,Male,Illinois,38
All,01-04 years,1972-1974,Male,Iowa, 
All,01-04 years,1972-1974,Male,Kentucky,14
All,01-04 years,1972-1974,Male,Louisiana,13
All,01-04 years,1972-1974,Male,Massachusetts,16
All,01-04 years,1972-1974,Male,New Jersey,17
All,01-04 years,1972-1974,Male,New Mexico, 
All,01-04 years,1972-1974,Male,New York,56
All,01-04 years,1972-1974,Male,Texas,33
All,01-04 years,1972-1974,Male,Utah, 
All,01-04 years,1972-1974,Male,Washington,10
All,01-04 years,1972-1974,Female,Arizona, 
All,01-04 years,1972-1974,Female,California,30
All,01-04 years,1972-1974,Female,Connecticut, 
All,01-04 years,1972-1974,Female,Georgia, 
All,01-04 years,1972-1974,Female,Illinois,17
All,01-04 years,1972-1974,Female,Iowa,10
All,01-04 years,1972-1974,Female,Kentucky, 
All,01-04 years,1972-1974,Female,Louisiana,13
All,01-04 years,1972-1974,Female,Massachusetts,11
All,01-04 years,1972-1974,Female,New Jersey,20
All,01-04 years,1972-1974,Female,New Mexico, 
All,01-04 years,1972-1974,Female,New York,33
All,01-04 years,1972-1974,Female,Texas,29
All,01-04 years,1972-1974,Female,Utah, 
All,01-04 years,1972-1974,Female,Washington, 
All,01-04 years,1975-1977,Male and female,Arizona,17
All,01-04 years,1975-1977,Male and female,California,82
All,01-04 years,1975-1977,Male and female,Connecticut,10
All,01-04 years,1975-1977,Male and female,Georgia,26
All,01-04 years,1975-1977,Male and female,Illinois,37
All,01-04 years,1975-1977,Male and female,Iowa,12
All,01-04 years,1975-1977,Male and female,Kentucky, 
All,01-04 years,1975-1977,Male and female,Louisiana,13
All,01-04 years,1975-1977,Male and female,Massachusetts,16
All,01-04 years,1975-1977,Male and female,New Jersey,18
All,01-04 years,1975-1977,Male and female,New Mexico, 
All,01-04 years,1975-1977,Male and female,New York,65
All,01-04 years,1975-1977,Male and female,Texas,58
All,01-04 years,1975-1977,Male and female,Utah,10
All,01-04 years,1975-1977,Male and female,Washington, 
All,01-04 years,1975-1977,Male,Arizona, 
All,01-04 years,1975-1977,Male,California,43
All,01-04 years,1975-1977,Male,Connecticut, 
All,01-04 years,1975-1977,Male,Georgia,18
All,01-04 years,1975-1977,Male,Illinois,17
All,01-04 years,1975-1977,Male,Iowa, 
All,01-04 years,1975-1977,Male,Kentucky, 
All,01-04 years,1975-1977,Male,Louisiana, 
All,01-04 years,1975-1977,Male,Massachusetts,11
All,01-04 years,1975-1977,Male,New Jersey,11
All,01-04 years,1975-1977,Male,New Mexico, 
All,01-04 years,1975-1977,Male,New York,36
All,01-04 years,1975-1977,Male,Texas,33
All,01-04 years,1975-1977,Male,Utah, 
All,01-04 years,1975-1977,Male,Washington, 
All,01-04 years,1975-1977,Female,Arizona, 
All,01-04 years,1975-1977,Female,California,39
All,01-04 years,1975-1977,Female,Connecticut, 
All,01-04 years,1975-1977,Female,Georgia, 
All,01-04 years,1975-1977,Female,Illinois,20
All,01-04 years,1975-1977,Female,Iowa, 
All,01-04 years,1975-1977,Female,Kentucky, 
All,01-04 years,1975-1977,Female,Louisiana, 
All,01-04 years,1975-1977,Female,Massachusetts, 
All,01-04 years,1975-1977,Female,New Jersey, 
All,01-04 years,1975-1977,Female,New Mexico, 
All,01-04 years,1975-1977,Female,New York,29
All,01-04 years,1975-1977,Female,Texas,25
All,01-04 years,1975-1977,Female,Utah, 
All,01-04 years,1975-1977,Female,Washington, 
All,01-04 years,1978-1980,Male and female,Arizona, 
All,01-04 years,1978-1980,Male and female,California,65
All,01-04 years,1978-1980,Male and female,Connecticut, 
All,01-04 years,1978-1980,Male and female,Georgia,10
All,01-04 years,1978-1980,Male and female,Illinois,35
All,01-04 years,1978-1980,Male and female,Iowa,10
All,01-04 years,1978-1980,Male and female,Kentucky,12
All,01-04 years,1978-1980,Male and female,Louisiana, 
All,01-04 years,1978-1980,Male and female,Massachusetts,12
All,01-04 years,1978-1980,Male and female,New Jersey,20
All,01-04 years,1978-1980,Male and female,New Mexico, 
All,01-04 years,1978-1980,Male and female,New York,36
All,01-04 years,1978-1980,Male and female,Texas,56
All,01-04 years,1978-1980,Male and female,Utah, 
All,01-04 years,1978-1980,Male and female,Washington,14
All,01-04 years,1978-1980,Male,Arizona, 
All,01-04 years,1978-1980,Male,California,37
All,01-04 years,1978-1980,Male,Connecticut, 
All,01-04 years,1978-1980,Male,Georgia, 
All,01-04 years,1978-1980,Male,Illinois,14
All,01-04 years,1978-1980,Male,Iowa, 
All,01-04 years,1978-1980,Male,Kentucky, 
All,01-04 years,1978-1980,Male,Louisiana, 
All,01-04 years,1978-1980,Male,Massachusetts, 
All,01-04 years,1978-1980,Male,New Jersey,12
All,01-04 years,1978-1980,Male,New Mexico, 
All,01-04 years,1978-1980,Male,New York,16
All,01-04 years,1978-1980,Male,Texas,32
All,01-04 years,1978-1980,Male,Utah, 
All,01-04 years,1978-1980,Male,Washington, 
All,01-04 years,1978-1980,Female,Arizona, 
All,01-04 years,1978-1980,Female,California,28
All,01-04 years,1978-1980,Female,Connecticut, 
All,01-04 years,1978-1980,Female,Georgia, 
All,01-04 years,1978-1980,Female,Illinois,21
All,01-04 years,1978-1980,Female,Iowa, 
All,01-04 years,1978-1980,Female,Kentucky, 
All,01-04 years,1978-1980,Female,Louisiana, 
All,01-04 years,1978-1980,Female,Massachusetts, 
All,01-04 years,1978-1980,Female,New Jersey, 
All,01-04 years,1978-1980,Female,New Mexico, 
All,01-04 years,1978-1980,Female,New York,20
All,01-04 years,1978-1980,Female,Texas,24
